dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"Sales Revenue","Canada","Fantasy","Wholesale","Actual",30530.1601392,32056.6681462,33659.5015536,22897.6201044,24729.4297128,26707.7840899,28844.4068171,31151.9593624,19844.6040905,23813.5249086,28576.2298904,34291.4758684,337103.3646835
"Standard Cost per Litre","Canada","Fantasy","Wholesale","Actual",0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,0.9095528,10.9146336
"Manufacturing Cost","Canada","Fantasy","Wholesale","Actual",21807.2566429,22897.6194751,24042.5004489,16355.4424822,17663.8778808,19076.9881113,20603.1471602,22251.3989330,14174.7168179,17009.6601815,20411.5922178,24493.9106614,240788.1110128
"Gross Margin","Canada","Fantasy","Wholesale","Actual",8722.9034963,9159.0486711,9617.0011047,6542.1776222,7065.5518320,7630.7959786,8241.2596569,8900.5604294,5669.8872726,6803.8647271,8164.6376726,9797.5652071,96315.2536707
"GM %","Canada","Fantasy","Wholesale","Actual",0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
"Volume Litres","Asia Pacific","Fantasy","Wholesale","Actual",20286.8217516,21301.1628392,22366.2209811,15215.1163137,16432.3256188,17746.9116683,19166.6646018,20699.9977699,13186.4341386,15823.7209662,18988.4651595,22786.1581914,224000.0000001
"Price per Litre","Asia Pacific","Fantasy","Wholesale","Actual",1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,13.1799353
"Sales Revenue","Asia Pacific","Fantasy","Wholesale","Actual",22281.5831359,23395.6622927,24565.4454073,16711.1873519,18048.0823401,19491.9289273,21051.2832415,22735.3859008,14483.0290384,17379.6348460,20855.5618153,25026.6741782,246025.4584756
"Standard Cost per Litre","Asia Pacific","Fantasy","Wholesale","Actual",0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.0640691,0.7688296
"Manufacturing Cost","Asia Pacific","Fantasy","Wholesale","Actual",1299.7590057,1364.7469559,1432.9843037,974.8192542,1052.8047946,1137.0291782,1227.9915124,1326.2308334,844.8433537,1013.8120244,1216.5744293,1459.8893152,14351.4849607
"Gross Margin","Asia Pacific","Fantasy","Wholesale","Actual",20981.8241303,22030.9153368,23132.4611036,15736.3680977,16995.2775455,18354.8997492,19823.2917291,21409.1550674,13638.1856847,16365.8228216,19638.9873860,23566.7848631,231673.9735149
"GM %","Asia Pacific","Fantasy","Wholesale","Actual",0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667
"Average Price","Asia Pacific","Fantasy","Wholesale","Actual",1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,1.0983279,13.1799353
"Volume Litres","Australia","Fantasy","Wholesale","Actual",20286.8217516,21301.1628392,22366.2209811,15215.1163137,16432.3256188,17746.9116683,19166.6646018,20699.9977699,13186.4341386,15823.7209662,18988.4651595,22786.1581914,224000.0000001
"Price per Litre","Australia","Fantasy","Wholesale","Actual",1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,1.4552845,17.4634142
"Sales Revenue","Australia","Fantasy","Wholesale","Actual",29523.0976551,30999.2525379,32549.2151647,22142.3232413,23913.7091006,25826.8058287,27892.9502950,30124.3863186,19190.0134758,23028.0161710,27633.6194052,33160.3432862,325983.7324801
"Standard Cost per Litre","Australia","Fantasy","Wholesale","Actual",0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,0.0848916,1.0186992
"Manufacturing Cost","Australia","Fantasy","Wholesale","Actual",1722.1806825,1808.2897166,1898.7042025,1291.6355119,1394.9663528,1506.5636611,1627.0887539,1757.2558543,1119.4174436,1343.3009323,1611.9611188,1934.3533426,19015.7175729
"Gross Margin","Australia","Fantasy","Wholesale","Actual",27800.9169726,29190.9628213,30650.5109623,20850.6877294,22518.7427478,24320.2421677,26265.8615410,28367.1304643,18070.5960322,21684.7152386,26021.6582864,31225.9899436,306968.0149072
"GM %","Australia","Fantasy","Wholesale","Actual",0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667
"Volume Litres","World","Sprike","Wholesale","Actual",41101.0065458,43156.0568732,45313.8597168,30825.7549094,33291.8153021,35955.1605263,38831.5733685,41938.0992380,26715.6542548,32058.7851058,38470.5421269,46164.6505524,453822.9585200
"Price per Litre","World","Sprike","Wholesale","Actual",2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,2.2766665,27.3199975
"Sales Revenue","World","Sprike","Wholesale","Actual",46860.9737382,49204.0224251,51664.2235464,35145.7303037,37957.3887279,40993.9798262,44273.4982123,47815.3780694,30459.6329298,36551.5595159,43861.8714189,52634.2457028,517422.5044167
"Standard Cost per Litre","World","Sprike","Wholesale","Actual",0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,0.8937320,10.7247843
"Manufacturing Cost","World","Sprike","Wholesale","Actual",19674.2482792,20657.9606931,21690.8587278,14755.6862094,15936.1411062,17211.0323947,18587.9149862,20074.9481852,12788.2613815,15345.9136578,18415.0963893,22098.1156672,217236.1776777
"Gross Margin","World","Sprike","Wholesale","Actual",27186.7254590,28546.0617320,29973.3648185,20390.0440943,22021.2476218,23782.9474316,25685.5832261,27740.4298842,17671.3715483,21205.6458581,25446.7750296,30536.1300356,300186.3267391
"GM %","World","Sprike","Wholesale","Actual",0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571
"Average Price","World","Sprike","Wholesale","Actual",1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,1.1401418,13.6817011
"Volume Litres","North America","Sprike","Wholesale","Actual",22263.2434908,23376.4056653,24545.2259486,16697.4326181,18033.2272276,19475.8854058,21033.9562382,22716.6727373,14471.1082690,17365.3299229,20838.3959074,25006.0750889,245822.9585200
"Price per Litre","North America","Sprike","Wholesale","Actual",1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,13.9203965
"Sales Revenue","North America","Sprike","Wholesale","Actual",25826.0979742,27117.4028729,28473.2730166,19369.5734807,20919.1393592,22592.6705079,24400.0841485,26352.0908804,16786.9636833,20144.3564200,24173.2277039,29007.8732447,285162.7532922
"Standard Cost per Litre","North America","Sprike","Wholesale","Actual",0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,0.8285951,9.9431409
"Manufacturing Cost","North America","Sprike","Wholesale","Actual",18447.2138362,19369.5745280,20338.0532544,13835.4103771,14942.2432073,16137.6226639,17428.6324770,18822.9230752,11990.6889935,14388.8267923,17266.5921507,20719.9105809,203687.6919366
"Gross Margin","North America","Sprike","Wholesale","Actual",7378.8841380,7747.8283449,8135.2197622,5534.1631035,5976.8961518,6455.0478440,6971.4516715,7529.1678052,4796.2746897,5755.5296277,6906.6355532,8287.9626639,81475.0613556
"GM %","North America","Sprike","Wholesale","Actual",0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142
"Average Price","North America","Sprike","Wholesale","Actual",1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,1.1600330,13.9203965
"Volume Litres","Canada","Sprike","Wholesale","Actual",22263.2434908,23376.4056653,24545.2259486,16697.4326181,18033.2272276,19475.8854058,21033.9562382,22716.6727373,14471.1082690,17365.3299229,20838.3959074,25006.0750889,245822.9585200
"Price per Litre","Canada","Sprike","Wholesale","Actual",1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,1.2945969,15.5351624
"Sales Revenue","Canada","Sprike","Wholesale","Actual",28821.9253392,30263.0216062,31776.1726865,21616.4440044,23345.7595248,25213.4202868,27230.4939097,29408.9334226,18734.2514705,22481.1017647,26977.3221175,32372.7865411,318241.6326741
"Standard Cost per Litre","Canada","Sprike","Wholesale","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,11.0965452
"Manufacturing Cost","Canada","Sprike","Wholesale","Actual",20587.0906412,21616.4451732,22697.2674319,15440.3179809,16675.5434194,18009.5868929,19450.3538444,21006.3821519,13381.6089168,16057.9307002,19269.5168401,23123.4202082,227315.4642012
"Gross Margin","Canada","Sprike","Wholesale","Actual",8234.8346980,8646.5764329,9078.9052546,6176.1260235,6670.2161054,7203.8333939,7780.1400654,8402.5512706,5352.6425537,6423.1710645,7707.8052774,9249.3663329,90926.1684729
"GM %","Canada","Sprike","Wholesale","Actual",0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142
"Volume Litres","Asia Pacific","Sprike","Wholesale","Actual",18837.7630550,19779.6512078,20768.6337682,14128.3222913,15258.5880746,16479.2751206,17797.6171302,19221.4265006,12244.5459858,14693.4551830,17632.1462195,21158.5754634,208000.0000000
"Price per Litre","Asia Pacific","Sprike","Wholesale","Actual",1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,13.3996010
"Sales Revenue","Asia Pacific","Sprike","Wholesale","Actual",21034.8757640,22086.6195522,23190.9505298,15776.1568230,17038.2493688,18401.3093183,19873.4140638,21463.2871889,13672.6692466,16407.2030959,19688.6437151,23626.3724581,232259.7511245
"Standard Cost per Litre","Asia Pacific","Sprike","Wholesale","Actual",0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.0651370,0.7816434
"Manufacturing Cost","Asia Pacific","Sprike","Wholesale","Actual",1227.0344430,1288.3861652,1352.8054734,920.2758323,993.8978988,1073.4097307,1159.2825092,1252.0251099,797.5723880,957.0868655,1148.5042387,1378.2050864,13548.4857411
"Gross Margin","Asia Pacific","Sprike","Wholesale","Actual",19807.8413210,20798.2333871,21838.1450563,14855.8809907,16044.3514700,17327.8995876,18714.1315546,20211.2620790,12875.0968586,15450.1162304,18540.1394764,22248.1673717,218711.2653834
"GM %","Asia Pacific","Sprike","Wholesale","Actual",0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667
"Average Price","Asia Pacific","Sprike","Wholesale","Actual",1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,1.1166334,13.3996010
"Volume Litres","Australia","Sprike","Wholesale","Actual",18837.7630550,19779.6512078,20768.6337682,14128.3222913,15258.5880746,16479.2751206,17797.6171302,19221.4265006,12244.5459858,14693.4551830,17632.1462195,21158.5754634,208000.0000000
"Price per Litre","Australia","Sprike","Wholesale","Actual",1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,1.4795393,17.7544714
"Sales Revenue","Australia","Sprike","Wholesale","Actual",27871.2103873,29264.7709067,30728.0094519,20903.4077904,22575.6804137,24381.7348468,26332.2736346,28438.8555253,18116.2867517,21739.5441021,26087.4529225,31304.9435070,307744.1702400
"Standard Cost per Litre","Australia","Sprike","Wholesale","Actual",0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,1.0356775
"Manufacturing Cost","Australia","Sprike","Wholesale","Actual",1625.8206370,1707.1116688,1792.4672523,1219.3654777,1316.9147160,1422.2678932,1536.0493247,1658.9332707,1056.7834140,1268.1400968,1521.7681162,1826.1217395,17951.7436070
"Gross Margin","Australia","Sprike","Wholesale","Actual",26245.3897503,27557.6592379,28935.5421997,19684.0423127,21258.7656977,22959.4669536,24796.2243099,26779.9222547,17059.5033377,20471.4040053,24565.6848063,29478.8217675,289792.4266330
"GM %","Australia","Sprike","Wholesale","Actual",0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667,0.9416667
"Volume Litres","World","DropsiCola","Wholesale","Actual",45843.4303780,48135.6018970,50542.3819918,34382.5727835,37133.1786063,40103.8328947,43312.1395263,46777.1106885,29798.2297458,35757.8756950,42909.4508338,51491.3410007,506187.1460414
"Price per Litre","World","DropsiCola","Wholesale","Actual",2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,2.4259562,29.1114740
"Sales Revenue","World","DropsiCola","Wholesale","Actual",55695.4221087,58480.1932142,61404.2028749,41771.5665815,45113.2919081,48722.3552607,52620.1436816,56829.7551762,36202.0243707,43442.4292449,52130.9150938,62557.0981126,614969.3976281
"Standard Cost per Litre","World","DropsiCola","Wholesale","Actual",0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,0.9523374,11.4280493
"Manufacturing Cost","World","DropsiCola","Wholesale","Actual",23383.3288120,24552.4952527,25780.1200153,17537.4966090,18940.4963378,20455.7360448,22092.1949284,23859.5705227,15199.1637279,18238.9964734,21886.7957681,26264.1549217,258190.5494137
"Gross Margin","World","DropsiCola","Wholesale","Actual",32312.0932967,33927.6979616,35624.0828596,24234.0699725,26172.7955703,28266.6192160,30527.9487532,32970.1846535,21002.8606428,25203.4327715,30244.1193257,36292.9431909,356778.8482144
"GM %","World","DropsiCola","Wholesale","Actual",0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571,0.5801571
"Average Price","World","DropsiCola","Wholesale","Actual",1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,1.2149052,14.5788624
"Volume Litres","North America","DropsiCola","Wholesale","Actual",24832.0792782,26073.6832421,27377.3674042,18624.0594586,20113.9842154,21723.1029526,23460.9511888,25337.8272839,16140.8515309,19369.0218370,23242.8262044,27891.3914453,274187.1460415
"Price per Litre","North America","DropsiCola","Wholesale","Actual",1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,14.8332100
"Sales Revenue","North America","DropsiCola","Wholesale","Actual",30694.9538892,32229.7015837,33841.1866629,23021.2154169,24862.9126503,26851.9456623,29000.1013152,31320.1094205,19951.7200280,23942.0640336,28730.4768403,34476.5722084,338922.9597112
"Standard Cost per Litre","North America","DropsiCola","Wholesale","Actual",0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,0.8829292,10.5951505
"Manufacturing Cost","North America","DropsiCola","Wholesale","Actual",21924.9681763,23021.2165851,24172.2774143,16443.7261322,17759.2242228,19179.9621606,20714.3591334,22371.5078641,14251.2293146,17101.4751775,20521.7702130,24626.1242556,242087.8406495
"Gross Margin","North America","DropsiCola","Wholesale","Actual",8769.9857129,9208.4849986,9668.9092485,6577.4892847,7103.6884275,7671.9835017,8285.7421818,8948.6015564,5700.4907134,6840.5888561,8208.7066273,9850.4479528,96835.1190617
"GM %","North America","DropsiCola","Wholesale","Actual",0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142
"Average Price","North America","DropsiCola","Wholesale","Actual",1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,1.2361008,14.8332100
"Volume Litres","Canada","DropsiCola","Wholesale","Actual",24832.0792782,26073.6832421,27377.3674042,18624.0594586,20113.9842154,21723.1029526,23460.9511888,25337.8272839,16140.8515309,19369.0218370,23242.8262044,27891.3914453,274187.1460415
"Price per Litre","Canada","DropsiCola","Wholesale","Actual",1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,1.3794885,16.5538624
"Sales Revenue","Canada","DropsiCola","Wholesale","Actual",34255.5685403,35968.3469674,37766.7643158,25691.6764052,27747.0105177,29966.7713591,32364.1130678,34953.2421133,22266.1195513,26719.3434615,32063.2121538,38475.8545846,378238.0230377
"Standard Cost per Litre","Canada","DropsiCola","Wholesale","Actual",0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,0.9853490,11.8241880
"Manufacturing Cost","Canada","DropsiCola","Wholesale","Actual",24468.2644847,25691.6777089,26976.2615944,18351.1983635,19819.2942326,21404.8377712,23117.2247929,24966.6027764,15904.3719151,19085.2462981,22902.2955577,27482.7546693,270170.0301649
"Gross Margin","Canada","DropsiCola","Wholesale","Actual",9787.3040556,10276.6692584,10790.5027213,7340.4780417,7927.7162851,8561.9335879,9246.8882749,9986.6393369,6361.7476362,7634.0971634,9160.9165961,10993.0999153,108067.9928728
"GM %","Canada","DropsiCola","Wholesale","Actual",0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142,0.2857142
